#Province id 0 is ignored, hard coded.
284;168;0;42;AARBORTE;x;
285;0;3;170;BORGARSYSLAR;x;
286;42;6;43;TUNSBERG;x;
287;84;9;171;SKIRINGSSAL;x;
288;126;12;44;HEDDALI;x;
289;168;15;172;OTTRUNES;x;
290;0;18;45;HEIANE;x;
291;42;21;173;TANNA;x;
292;84;24;46;ARAK;x;
293;126;27;174;DOVRE;x;
294;168;30;47;ARDDA;x;
295;0;33;175;KROKAR;x;
296;42;36;48;SKALSTUGAN;x;
297;84;39;176;STORSJO;x;
298;126;42;49;SVEG;x;
299;43;81;138;NORWEGIAN IMPASSABLE 9;x;
300;0;48;50;LIONGBY;x;
301;42;51;178;WANNAMO;x;
302;84;54;51;VAXJO;x;
303;126;57;179;ALLBO;x;
304;168;60;52;KINNEVALD;x;
305;0;63;180;NORRVIDINGE;x;
306;42;66;53;UPPVIDINGE;x;
307;84;69;181;KALMAR;x;
308;126;72;54;HOGSBY;x;
309;168;75;182;HULINGSRYD;x;
310;0;78;55;VIMMERBY;x;
311;42;81;183;HULTABY;x;
312;84;84;56;JONKOPING;x;
313;126;87;184;EKSJO;x;
314;168;90;57;BORGHOLM;x;
315;0;93;185;EKETORP;x;
316;42;96;58;SKARA;x;
317;84;99;186;LODOSE;x;
318;126;102;59;KUNGAHALLA;x;
319;168;105;187;FALKÖPING;x;
320;0;108;60;VARNHEM;x;
321;42;111;188;DALABORG;x;
322;84;114;61;TISSELSKOG;x;
323;126;117;189;TINGVALLA;x;
324;168;120;62;FRISKDAL;x;
325;0;123;190;GILLBERG;x;
326;42;126;63;VASE;x;
327;84;129;191;ORABRO;x;
328;126;132;64;RISEBERGA;x;
329;168;135;192;NORASKOG;x;
330;0;138;65;SUDHERKOPUNG;x;
331;42;141;193;HAMARKINDA;x;
332;84;144;66;LIUNGA;x;
333;126;147;194;SKAENNINGE;x;
334;168;150;67;VRETA;x;
335;0;153;195;WISINGHNO;x;
336;42;156;68;TALJE;x;
337;84;159;196;NYKOPUNG;x;
338;126;162;69;SUNDBY;x;
339;168;165;197;STRIGINES;x;
340;0;168;70;BIRKEVIK;x;
341;42;171;198;SIGTUNA;x;
342;84;174;71;UPPSALA;x;
343;126;177;199;ENESCOPINGE;x;
344;168;180;72;OSTHAMMAR;x;
345;0;183;200;HENAMORUM;x;
346;42;186;73;VAESTRAAROS;x;
347;84;189;201;ARBUGAE;x;
348;126;192;74;SKYNZEKKEBERGE;x;
349;168;195;202;FERNABO;x;
350;0;198;75;FALENE;x;
351;42;201;203;MOR;x;
352;84;204;76;MOLUNGR;x;
353;126;207;204;NORRBARKE;x;
354;168;210;77;GAVLE;x;
355;0;0;205;OKLABO;x;
356;42;3;78;ODMARDEN;x;
357;84;6;206;BALDANAS;x;
358;126;9;79;FARILA;x;
359;168;12;207;DILSBO;x;
360;0;15;80;NORALE;x;
361;42;18;208;SEILANGER;x;
362;84;21;81;HAFRA;x;
363;126;24;209;LIDH;x;
364;168;27;82;HEDANGER;x;
365;0;30;210;SIOBORADH;x;
366;42;33;83;SOLATUMUM;x;
367;84;36;211;NETERU;x;
368;126;39;84;GRUNDASUND;x;
369;168;42;212;WYSBU;x;
370;0;45;85;GARNAE;x;
371;42;48;213;BURSS;x;
372;84;51;86;FAROO;x;
373;126;54;214;JAHKAMAKKE;x;
374;168;57;87;LUOKTA;x;
375;0;60;215;ARVIESJAVRRIE;x;
376;42;63;88;TUORPON;x;
377;84;66;216;SEMISJAUR;x;
378;126;69;89;SJOKKSJOKK;x;
379;168;72;217;SIRKAS;x;
380;0;75;90;SIGGEVARA;x;
381;42;78;218;LAIS;x;
382;84;81;91;UBMEJE;x;
383;126;84;219;TINGEVARA;x;
384;168;87;92;SUONDAVARA;x;
385;0;90;220;KITTAL;x;
386;42;93;93;FROSO;x;
387;84;96;221;SUADIGIL;x;
388;126;99;94;KEMIJAVRI;x;
389;168;102;222;MORARNA;x;
390;0;105;95;SOMBIO;x;
391;42;108;223;AANAARJAVRI;x;
392;84;111;96;PELDOJAVRI;x;
393;126;114;224;ROUNALA;x;
394;168;117;97;GUOVDAGEAIDNU;x;
395;0;120;225;IESJAVRI;x;
396;42;123;98;KARASJOHKA;x;
397;84;126;226;AVIOVARA;x;
398;126;129;99;LAGGUJAKKA;x;
399;168;132;227;OHCEJOHKA;x;
400;0;135;0;PEACCAM;x;
401;42;138;128;SUONNJEL;x;
402;84;141;1;MUETKK;x;
403;126;144;129;NUOTTJAURR;x;
404;168;147;2;KIILT;x;
405;0;150;130;KOARDEGK;x;
406;42;153;3;MASELK;x;
407;84;156;131;CUKKSUAL;x;
408;126;159;4;SAARVESJAURR;x;
409;168;162;132;AKKEL;x;
410;0;165;5;LUJAVVR;x;
411;42;168;133;LEJJAVVR;x;
412;84;171;6;ARSJOGK;x;
413;126;174;134;GUODDEMJAVVR;x;
414;168;177;7;KINTUS;x;
415;0;180;135;JOVVKUJ;x;
416;42;183;8;PENNE;x;
417;84;186;136;SOSNEVKE;x;
418;126;189;9;KOULAJARVI;x;
419;168;192;137;KITKA;x;
420;0;195;10;MAANSELKA;x;
421;42;198;138;JULEVU;x;
422;84;201;11;BITON;x;
423;126;204;139;GALASEATNU;x;
424;168;207;12;DUORTNUS;x;
425;0;210;140;GIEPMA;x;
426;42;0;13;IIJOKI;x;
427;84;3;141;ARJEPLUOVVE;x;
428;126;6;14;UDDJAUR;x;
429;168;9;142;LUSSPIE;x;
430;0;12;15;SJELTIE;x;
431;42;15;143;GAALTOE;x;
432;84;18;16;VUALTJERE;x;
433;42;87;63;HELSINGORA;x;
434;168;24;17;KOLDING;x;
435;0;27;145;OSTAVALL;x;
436;42;30;18;RAGUNDA;x;
437;84;33;146;FOLLINGE;x;
438;126;36;19;FINNFORSAR;x;
439;168;39;147;HELGUM;x;
440;0;42;20;Olsztyn;x;
441;42;45;148;INDAL;x;
442;84;48;21;PEDERSORE;x;
443;126;51;149;VETELI;x;
444;168;54;22;OULU;x;
445;0;57;150;LIMINKA;x;
446;42;60;23;PUOLANKA;x;
447;84;63;151;KONNEVESI;x;
448;126;66;24;KEITELE;x;
449;168;69;152;PIELINEN;x;
450;0;72;25;KAJAANI;x;
451;42;75;153;NUOKKIJARVI;x;
452;84;78;26;TUNGUT;x;
453;126;81;154;KUUSEMA;x;
454;168;84;27;KOUTAJOKI;x;
455;0;87;155;TIIKSJARVI;x;
456;42;90;28;river_hooghly;x;
457;84;93;156;river_ichamati;x;
458;126;96;29;Istria;x;
459;168;99;157;Veglia;x;
460;0;102;30;Varadzin;x;
461;42;105;158;Zagreb;x;
462;84;108;31;Krizevci;x;
463;126;111;159;Usora;x;
464;168;114;32;Senj;x;
465;0;117;160;Zadar;x;
466;42;120;33;Zachlumia;x;
467;84;123;161;Split;x;
468;126;126;34;Ragusa;x;
469;168;129;162;Zeta;x;
470;0;132;35;Dyrrachion;x;
471;42;135;163;Ochrid;x;
472;84;138;36;Epeiros;x;
473;126;141;164;Arta;x;
474;168;144;37;Cephalonia;x;
475;0;147;165;Hellas;x;
476;42;150;38;Achaia;x;
477;84;153;166;Methone;x;
478;126;156;39;Monemvasia;x;
479;168;159;167;Kaneia;x;
480;0;162;40;Chandax;x;
481;42;165;168;Korinthos;x;
482;84;168;41;Atheniai;x;
483;126;171;169;Rhodos;x;
484;168;174;42;Naxos;x;
485;0;177;170;Euboia;x;
486;42;180;43;Chios;x;
487;84;183;171;Lesbos;x;
488;126;186;44;Demetrias;x;
489;168;189;172;Thessalia;x;
490;0;192;45;Thessalonike;x;
491;42;195;173;Chalkidike;x;
492;84;198;46;Strymon;x;
493;126;201;174;Philippopolis;x;
494;168;204;47;Adrianopolis;x;
495;0;207;175;Kaliopolis;x;
496;42;210;48;Byzantion;x;
497;84;0;176;Thrake;x;
498;126;3;49;Mesembria;x;
499;168;6;177;Tyrnovo;x;
500;0;9;50;Serdica;x;
501;42;12;178;Naissus;x;
502;84;15;51;Rashka;x;
503;126;18;179;Hum;x;
504;168;21;52;Rama;x;
505;0;24;180;Belgrade;x;
506;42;27;53;Vidin;x;
507;84;30;181;Nikopolis;x;
508;126;33;54;Dorostotum;x;
509;168;36;182;Karvuna;x;
510;0;39;55;Constantia;x;
511;42;42;183;Galati;x;
512;84;45;56;Cetatea Alba;x;
513;126;48;184;Barlad;x;
514;168;51;57;Turnu;x;
515;0;54;185;Targoviste;x;
516;42;57;58;Severin;x;
517;84;60;186;Temes;x;
518;126;63;59;Bacs;x;
519;168;66;187;Feher;x;
520;0;69;60;Bihar;x;
521;42;72;188;Csanad;x;
522;84;75;61;Pest;x;
523;126;78;189;Hewes;x;
524;168;81;62;Gemer;x;
525;0;84;190;Orava;x;
526;126;21;144;Czestochowa;x;
527;84;90;191;Krakow;x;
528;126;93;64;Sieradz;x;
529;168;96;192;Plock;x;
530;0;99;65;Czersk;x;
531;42;102;193;Sandomierz;x;
532;84;105;66;Sacz;x;
533;126;108;194;Saris;x;
534;168;111;67;Peremyshl;x;
535;0;114;195;Volodymyr;x;
536;42;117;68;Halych;x;
537;84;120;196;Bereg;x;
538;126;123;69;Abauj;x;
539;168;126;197;Marmaros;x;
540;0;129;70;Szekelyfold;x;
541;42;132;198;Iasi;x;
542;84;135;71;Olbia_ETEL;x;
543;126;138;199;Okachiv;x;
544;168;141;72;Korsun;x;
545;0;144;200;Suceava;x;
546;42;147;73;Terebovl;x;
547;84;150;201;Kiev;x;
548;126;153;74;Pinsk;x;
549;168;156;202;Berestye;x;
550;0;159;75;Minsk;x;
551;42;162;203;Mstislavl;x;
552;84;165;76;Turov;x;
553;126;168;204;Lyubech;x;
554;168;171;77;Chernigov;x;
555;0;174;205;Pereyaslavl;x;
556;42;177;78;Samar;x;
557;84;180;206;Khortytsia;x;
558;126;183;79;Oleshye;x;
559;168;186;207;Kalos Limen;x;
560;0;189;80;Chersonesus;x;
561;42;192;208;Theodosia;x;
562;84;195;81;Kerch;x;
563;126;198;209;Taganrog;x;
564;168;201;82;Bakhmut;x;
565;0;204;210;Kharka;x;
566;42;207;83;Oskol;x;
567;84;210;211;Novgorod Seversky;x;
568;126;0;84;Smolensk;x;
569;168;3;212;Vyazma;x;
570;0;6;85;Dmitrov;x;
571;42;9;213;Uglich;x;
572;84;12;86;Yaroslavl;x;
573;126;15;214;Pereyaslavl Zalessky;x;
574;168;18;87;Rostov;x;
575;0;21;215;Moskva;x;
576;42;24;88;Debryansk;x;
577;84;27;216;Pronsk;x;
578;126;30;89;Kolomna;x;
579;168;33;217;Saransk;x;
580;0;36;90;Ryazan;x;
581;42;39;218;Murom;x;
582;84;42;91;Vladimir;x;
583;126;45;219;Starodub-on-the-klyazma;x;
584;168;48;92;Nizhny Novgorod;x;
585;0;51;220;Gorodets;x;
586;42;54;93;Galich Mersky;x;
587;84;57;221;Mozhaysk;x;
588;126;60;94;Yoshkar-Ola;x;
589;168;63;222;Urzen;x;
590;0;66;95;Cheboksary;x;
591;42;69;223;Simbirsk;x;
592;84;72;96;Saratov;x;
593;126;75;224;Khopyor;x;
594;168;78;97;Kazarki;x;
595;0;81;225;Sarysyn;x;
596;42;84;98;Tana;x;
597;84;87;226;Azov;x;
598;126;90;99;Tmutarakan;x;
599;168;93;227;Yaseni;x;
600;0;96;0;Nicopsia;x;
601;42;99;128;Kutaisi;x;
602;84;102;1;Tasqala;x;
603;126;105;129;Cabarda;x;
604;168;108;2;Khazaran;x;
605;0;111;130;Beksima;x;
606;42;114;3;Petigoria;x;
607;84;117;131;Sarkel;x;
608;126;120;4;Ukek;x;
609;168;123;132;Samar;x;
610;0;126;5;Bolghar;x;
611;42;129;133;Kazan;x;
612;84;132;6;Kai;x;
613;126;135;134;Bilyar;x;
614;168;138;7;Ashli;x;
615;0;141;135;Ufa;x;
616;42;144;8;Pecheneg;x;
617;84;147;136;Uzens;x;
618;126;150;9;Atyrau;x;
619;168;153;137;Saray;x;
620;0;156;10;Itil;x;
621;42;159;138;Akkityk;x;
622;84;162;11;Ak-Dzulpas;x;
623;126;165;139;Kassarma;x;
624;168;168;12;Aktau;x;
625;0;171;140;Bailjar;x;
626;42;174;13;river_daugava;x;
627;84;177;141;Kyzyl-Su;x;
628;126;180;14;river_thames;x;
629;168;183;142;river_thames;x;
630;0;186;15;river_thames;x;
631;42;189;143;Yangadzha;x;
632;84;192;16;sea_gulf_riga;x;
633;126;195;144;sea_gulf_bothnia;x;
634;168;198;17;sea_finnish_archipelago;x;
635;0;201;145;sea_baltic;x;
636;42;204;18;sea_coast_of_oland;x;
637;84;207;146;sea_coast_of_oland;x;
638;126;210;19;sea_coast_of_lithuania;x;
639;168;0;147;sea_baltic;x;
640;0;3;20;sea_baltic;x;
641;42;6;148;sea_coast_of_pomerania;x;
642;84;9;21;HUNGARIAN-MORAVIAN MOUNTAINS;x;
643;126;12;149;sea_arkona_basin;x;
644;168;15;22;sea_sydfynskeohav;x;
645;0;18;150;sea_skagerrak;x;
646;42;21;23;sea_gulf_finland;x;
647;84;24;151;sea_white_sea;x;
648;126;27;24;sea_white_sea;x;
649;168;30;152;sea_white_sea;x;
650;0;33;25;FINNISH IMPASSABLE 2;x;
651;42;36;153;FINNISH IMPASSABLE 3;x;
652;84;39;26;FINNISH IMPASSABLE 4;x;
653;126;42;154;NORWEGIAN IMPASSABLE 2;x;
654;168;45;27;NORWEGIAN IMPASSABLE 3;x;
655;0;48;155;NORWEGIAN IMPASSABLE 4;x;
656;42;51;28;NORWEGIAN IMPASSABLE 5;x;
657;84;54;156;NORWEGIAN IMPASSABLE 6;x;
658;126;57;29;NORWEGIAN IMPASSABLE 7;x;
659;168;60;157;IBERIAN IMPASSABLE TERRAIN 8;x;
660;0;63;30;Coast of Siberia;x;
661;42;66;158;sea_northern_atlantic;x;
662;84;69;31;sea_north_sea;x;
663;126;72;159;sea_coast_norway;x;
664;168;75;32;sea_coast_norway;x;
665;0;78;160;sea_coast_norway;x;
666;42;81;33;sea_coast_norway;x;
667;84;84;161;sea_coast_denmark;x;
668;126;87;34;Shirvan;x;
669;168;90;162;Shemakha;x;
670;0;93;35;Gandzasar;x;
671;42;96;163;Kapan;x;
672;84;99;36;Dvin;x;
673;126;102;164;Nukhpata;x;
674;168;105;37;Derbent;x;
675;0;108;165;Kumukh;x;
676;42;111;38;Telavi;x;
677;84;114;166;Batumi;x;
678;126;117;39;Trebizond;x;
679;168;120;167;Gori;x;
680;0;123;40;Oltisi;x;
681;42;126;168;Ani;x;
682;84;129;41;Van;x;
683;126;132;169;sea_limfjord;x;
684;168;135;42;sea_zuiderzee;x;
685;0;138;170;sea_zeeland;x;
686;42;141;43;sea_thames_estuary;x;
687;84;144;171;sea_coast_suffolk;x;
688;126;147;44;sea_the_wash;x;
689;168;150;172;river_humber;x;
690;0;153;45;sea_east_english_coast;x;
691;42;156;173;sea_north_sea;x;
692;84;159;46;sea_eastern_coast_scotland;x;
693;126;162;174;sea_orkney;x;
694;168;165;47;sea_north_sea;x;
695;0;168;175;sea_atlantic;x;
696;42;171;48;sea_hebrides;x;
697;84;174;176;sea_atlantic;x;
698;126;177;49;sea_the_minch;x;
699;168;180;177;sea_firth_of_clyde;x;
700;0;183;50;sea_hebrides;x;
701;42;186;178;Manzikert;x;
702;84;189;51;Tzimisca;x;
703;126;192;179;Martyropolis;x;
704;168;195;52;Theodosiopolis;x;
705;0;198;180;Cerasus;x;
706;42;201;53;Colonea;x;
707;84;204;181;Melitene;x;
708;126;207;54;sea_irish;x;
709;168;210;182;sea_irish;x;
710;0;0;55;sea_irish;x;
711;42;3;183;sea_celtic;x;
712;84;6;56;sea_bristol_channel;x;
713;126;9;184;sea_irish;x;
714;168;12;57;sea_coast_of_ailech;x;
715;0;15;185;sea_galway_bay;x;
716;42;18;58;HUNGARIAN-MORAVIAN MOUNTAINS;x;
717;84;21;186;HUNGARIAN-MORAVIAN MOUNTAINS;x;
718;126;24;59;HUNGARIAN-MORAVIAN MOUNTAINS;x;
719;168;27;187;CARPATHIANS;x;
720;0;30;60;CARPATHIANS;x;
721;42;33;188;CARPATHIANS;x;
722;84;36;61;sea_dingle_bay;x;
723;126;39;189;sea_courtmacsherry_bay;x;
724;168;42;62;sea_celtic;x;
725;0;45;190;sea_english_channel;x;
726;42;48;63;sea_english_channel;x;
727;84;51;191;sea_english_channel;x;
728;126;54;64;sea_english_channel;x;
729;168;57;192;sea_english_channel;x;
730;0;60;65;Eastern Sahara;x;
731;42;63;193;Central Africa;x;
732;84;66;66;CARPATHIANS;x;
733;126;69;194;CARPATHIANS;x;
734;168;72;67;;x;
735;0;75;195;Ablastha;x;
736;42;78;68;Lykandos;x;
737;84;81;196;Kaisereia;x;
738;126;84;69;Amisos;x;
739;168;87;197;Sinope;x;
740;0;90;70;Herakleia;x;
741;42;93;198;Nikomedia;x;
742;84;96;71;Prusa;x;
743;126;99;199;Kyzikos;x;
744;168;102;72;Abydos;x;
745;0;105;200;Smyrna;x;
746;42;108;73;Ephesos;x;
747;84;111;201;Halikarnassos;x;
748;126;114;74;Laodikeia;x;
749;168;117;202;Dorylaion;x;
750;0;120;75;Nikaea;x;
751;42;123;203;Paphlagonia;x;
752;84;126;76;Galatia;x;
753;126;129;204;Ankyra;x;
754;168;132;77;Sozopolis;x;
755;0;135;205;Attaleia;x;
756;42;138;78;Limisol;x;
757;84;141;206;Famagusta;x;
758;126;144;79;Seleukia;x;
